"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","agent_model","center_threshold","device","disable_completion_preface","disable_wandb","early_stop_max_years","exploiter_model","exploiter_powers","exploiter_prompt","fourbit_compute_dtype","log_level","manual_orders_path","map_name","max_completion_errors","max_message_rounds","max_years","no_press","no_press_policy","no_press_powers","num_exploiter_powers","num_prompt_ablations","num_super_exploiter_powers","output_folder","project","prompt_ablations","save","seed","summarizer_model","super_exploiter_powers","temperature","top_p","unit_threshold","_progress/hours_remaining","_progress/percent_done","_progress/year_fractional","benchmark/competence_score","benchmark/nash_social_welfare_baseline","benchmark/nash_social_welfare_baseline_smoothed","benchmark/nash_social_welfare_exploiter","benchmark/nash_social_welfare_exploiter_smoothed","benchmark/nash_social_welfare_global","benchmark/nash_social_welfare_global_smoothed","builds/game_build_ratio","builds/game_builds_avg","builds/game_disbands_avg","builds/phase_build_ratio","builds/phase_builds_num","builds/phase_disbands_num","combat/game_conflicts_avg","combat/game_conflicts_max","combat/game_conflicts_min","combat/game_conflicts_sum","combat/phase_conflicts_num","commands/avg_convoys_num","commands/avg_holds_num","commands/avg_moves_num","commands/avg_moves_ratio","commands/avg_supports_num","commands/avg_supports_ratio","commands/phase_convoy_num","commands/phase_hold_num","commands/phase_move_num","commands/phase_move_ratio","commands/phase_support_num","commands/phase_support_ratio","conquest/centers_owned_num","conquest/centers_owned_ratio","conquest/game_centers_gained_avg","conquest/game_centers_gained_sum","conquest/game_centers_lost_avg","conquest/game_centers_lost_sum","conquest/phase_centers_gained_num","conquest/phase_centers_lost_num","cost/completion_tokens_total","cost/estimated_token_cost_gpt4-usd","cost/prompt_tokens_total","fatal_exception_trace","messages/game_messages_per_completion","messages/game_public_ratio","messages/game_similarity_avg","messages/phase_message_per_completion","messages/phase_messages_total","messages/phase_public_ratio","messages/phase_similarity_avg","meta/year_fractional","model/game_completion_non_error_ratio","model/game_completion_time_sec_avg","model/game_num_completion_errors","model/phase_completion_non_error_ratio","model/phase_completion_time_sec_avg","model/phase_num_completion_errors","orders/game_valid_ratio","orders/phase_total_num","orders/phase_valid_num","orders/phase_valid_ratio","orders/phase_valid_ratio_type_A","orders/phase_valid_ratio_type_M","orders/phase_valid_ratio_type_R","power/baseline_mean","power/baseline_std","power/exploiter_mean","power/exploiter_std","power/global_mean","power/global_std","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total","welfare_aggregation/max","welfare_aggregation/mean","welfare_aggregation/median","welfare_aggregation/min","welfare_aggregation/total","welfare_gain/game_avg_avg","welfare_gain/game_max_avg","welfare_gain/game_median_avg","welfare_gain/game_min_avg","welfare_gain/phase_avg","welfare_gain/phase_max","welfare_gain/phase_median","welfare_gain/phase_min"
"astral-sweep-39","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T16:00:34.000Z","2496","d91oieus","tz3putc4","","","2023-09-16T16:42:10.000Z","2023-09-16T16:42:10.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","only_1_phase_order_history","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8891721132897604","","","","","0","0.1856581744307411","0","0","2.2","0","0","1","0.1","1","0","1","0","0","15.2","1.8","0.09247474747474747","0","0","0","12","0","0","0","0","25","0.7352941176470589","0.6","3","0","0","0","0","92053","36.25746","1024476","","2.3436507936507938","0.07405511260938721","0.04675835724081372","2.3333333333333335","49","0.061224489795918366","0.05408893282849867","","0.9968253968253968","6.736584206346481","1","1","7.010529393241519","0","0.9353968253968254","5","5","1","1","0.8809523809523809","","","","","","2.5714285714285716","0.6226998490772391","3","3","4","3","3","5","4","2","0","2","3","1","2","1","3","10","6","0","5","11","12","271.57142857142856","368","298","169","3551.4761904761904","4160","3480","3077","3823.0476190476193","4458","3714","3374","","","","","0","0","0","0","0","12","6.714285714285714","6","0","47","1.3428571428571427","2.4","1.2","0","2","3","2","0"
"faithful-sweep-38","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T15:24:45.000Z","2544","d91oieus","t0g5bczf","","","2023-09-16T16:07:09.000Z","2023-09-16T16:07:09.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","only_1_phase_order_history","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8657900197115884","","","","","0","0.20221114143962549","0.2","0.2","2.8","0","0","2","0.1","1","0","1","0","0","13.1","1.7","0.10958374958374956","0.2","0.011688311688311689","0","10","1","0.09090909090909093","0","0","23","0.6764705882352942","0.2","1","0.2","1","0","0","92056","36.8643","1044698","","2.355555555555555","0.1031255881849255","0.044615103621351265","2.6666666666666665","56","0.19642857142857145","0.0411514432038913","","1","6.764322873524256","0","1","7.964302607945034","0","0.9208994708994708","6","6","1","1","0.898148148148148","","","","","","2.2857142857142856","0.4517539514526257","4","3","3","4","2","4","3","1","1","2","0","1","1","3","10","6","5","18","5","8","0","288.3809523809524","393","289","144","3822.571428571429","4476","3765","3323","4110.952380952381","4802","4158","3587","","","","","0","0","0","0","0","18","7.428571428571429","6","0","52","1.4857142857142858","3.6","1.2","0","2","4","2","0"
"zesty-sweep-37","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T15:16:58.000Z","2609","d91oieus","ecmn4wzz","","","2023-09-16T16:00:27.000Z","2023-09-16T16:00:27.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","only_1_phase_order_history","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8917647058823529","","","","","0","0.0024380292240009107","0","0","0.8","0","0","1","0.2","1","0","2","0","0","19.5","1.1","0.05452267031214399","0.2","0.009808612440191388","0","16","2","0.10526315789473684","1","0.05263157894736842","25","0.7352941176470589","0.6","3","0","0","1","0","92595","36.533730000000006","1032601","","2.356984126984126","0.039206770767417666","0.04165399273866863","2.857142857142857","60","0.06666666666666667","0.03331544233907025","","0.9968253968253968","7.050942621231079","1","1","7.278561523982456","0","0.9431746031746032","5","4","0.8","0.8","0.984126984126984","","","","","","3.0714285714285716","0.4948716593053935","3","3","3","5","3","5","3","3","3","3","2","2","3","2","0","0","0","10","2","4","4","244.3809523809524","346","238","173","3743.380952380952","4271","3737","3268","3987.7619047619046","4617","3992","3514","","","","","0","0","0","0","0","10","2.857142857142857","2","0","20","0.5714285714285714","2","0.4","0","1","3","1","0"
"radiant-sweep-36","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T14:39:22.000Z","2719","d91oieus","hqiq4yyj","","","2023-09-16T15:24:41.000Z","2023-09-16T15:24:41.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","only_1_phase_order_history","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.854414358335927","","","","","0","0.11563664260362558","0","0","1.8","0","0","1","0.3","1","0","3","1","0","16.3","1.1","0.06494285513248362","0.2","0.013392857142857142","0","12","1","0.07142857142857142","1","0.07142857142857142","23","0.6764705882352942","0.2","1","0","0","1","0","94968","36.62732999999999","1030975","","2.519047619047619","0.023639029007622905","0.03992023316428379","2.761904761904762","58","0.034482758620689655","0.03928500173929274","","0.9936507936507936","7.348656723802052","2","1","8.901574407305036","0","0.8931216931216931","5","3","0.6","0.6","0.9444444444444444","","","","","","2.5714285714285716","0.7284313590846836","4","3","3","3","3","4","3","3","1","0","3","2","3","1","1","6","12","0","5","2","6","282.76190476190476","408","270","205","3709.904761904762","4253","3686","3083","3992.6666666666665","4539","3997","3424","","","","","0","0","0","0","0","12","4.571428571428571","5","0","32","0.9142857142857144","2.4","0.8","0","1.4285714285714286","3","1","0"
"dazzling-sweep-35","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T14:37:20.000Z","2372","d91oieus","urtc9vdw","","","2023-09-16T15:16:52.000Z","2023-09-16T15:16:52.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_prev_dialogue_summaries","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8678896139852452","","","","","1.934746971539845","1.9347479910264385","0.08571428571428572","0.6","4","0","0","1","0","0","0","0","0","0","11.6","0.9","0.07316017316017316","0.3","0.04523809523809523","0","5","0","0","1","0.16666666666666666","24","0.7058823529411765","0.4","2","0","0","0","0","88986","27.03234","723106","","2.147159565580618","0.051237198033873214","0.037128212179890846","2.4761904761904763","52","0.057692307692307696","0.028388685149480022","","0.980952380952381","6.205265637185041","6","1","6.4311526502881735","0","0.916834108062178","5","4","0.75","0.75","0.8888888888888888","","","","","","2.0714285714285716","0.6776309271789385","3","3","3","4","3","5","3","0","2","0","0","0","2","1","11","7","10","13","11","8","9","247.66666666666663","412","238","138","1897.190476190476","2309","1905","1616","2144.8571428571427","2498","2170","1823","","","","","0","0","0","0","0","13","9.857142857142858","10","7","69","1.9714285714285715","2.8","2.2","1","2.7142857142857144","4","3","1"
"atomic-sweep-34","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T14:01:25.000Z","2273","d91oieus","xb6xxbo4","","","2023-09-16T14:39:18.000Z","2023-09-16T14:39:18.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_prev_dialogue_summaries","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8738615693190858","","","","","0.9602174932263038","0.9602188665975596","0.22666666666666663","1","3","0.4","2","3","0","0","0","0","0","0","15.7","0.8","0.05169477581242288","0.1","0.0058823529411764705","0","11","2","0.15384615384615383","0","0","24","0.7058823529411765","0.4","2","0","0","1","0","87762","27.7434","749256","","2.1241269841269843","0.05758521830222758","0.03813072538291999","2.1","42","0.09523809523809525","0.03183121140310571","","0.9841269841269842","5.959473012742541","5","0.9523809523809524","6.159838259220123","1","0.9315753708890964","10","10","1","1","0.9259259259259258","","","","","","2.5714285714285716","0.5624291338579864","3","3","4","3","3","5","3","0","2","1","2","2","2","3","7","5","7","4","10","6","1","247.8","384","249","134","1995.45","2464","1897.5","1759","2243.25","2710","2197.5","1934","","","","","0","0","0","0","0","10","5.714285714285714","6","1","40","1.1428571428571428","2.4","1","0","1.7142857142857142","3","1","0"
"glamorous-sweep-33","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T13:59:54.000Z","2241","d91oieus","p9cof3c4","","","2023-09-16T14:37:15.000Z","2023-09-16T14:37:15.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_prev_dialogue_summaries","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8642312480547775","","","","","0.6760030318282593","0.6760042838128006","0","0","2.2","0","0","3","0.2","1","0","2","0","0","17.1","1","0.053429697237746765","0.5","0.023877876509455456","0","13","1","0.07142857142857142","0","0","22","0.6470588235294118","0","0","0","0","0","0","86414","27.96102","759206","","2.0096825396825397","0.05427840463946743","0.04223384618889166","1.9","38","0.18421052631578944","0.03814834361737507","","0.9904761904761904","5.909217993304844","3","0.9523809523809524","5.785573875904083","1","0.9551587301587304","12","10","0.8333333333333334","0.8333333333333334","0.9444444444444444","","","","","","2.357142857142857","0.4403152859263555","3","3","3","3","3","4","3","2","2","2","2","0","2","1","2","3","1","4","7","5","6","250.25","369","238.5","169","1966.05","2332","1957","1775","2216.3","2569","2166","1950","","","","","0","0","0","0","0","7","4","4","1","28","0.8","1.6","0.6","0.2","1.5714285714285714","3","1","1"
"morning-sweep-32","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T13:24:15.000Z","2222","d91oieus","1fq43u7q","","","2023-09-16T14:01:17.000Z","2023-09-16T14:01:17.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_prev_dialogue_summaries","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.891992399998936","","","","","2.041531552470902","2.041532572131944","0.05","0.2","4","0","0","3","0.2","2","0","2","0","0","12.2","1.2","0.09835858585858584","0","0","0","6","0","0","0","0","25","0.7352941176470589","0.6","3","0","0","0","0","89945","27.48381","736237","","2.229097744360902","0.0537651248203228","0.03653524608778579","2.5238095238095237","53","0.1320754716981132","0.031171777164518973","","0.9904761904761904","5.821339236833498","3","1","6.126816091083345","0","0.9502068918735586","12","10","0.8333333333333334","0.8333333333333334","1","","","","","","2","0.6546536707079771","3","3","3","3","3","5","5","0","0","1","0","0","1","1","11","12","8","9","9","9","15","276.2857142857143","390","285","152","1948.2380952380952","2401","1962","1577","2224.5238095238096","2774","2261","1741","","","","","0","0","0","0","0","15","10.428571428571429","9","8","73","2.085714285714286","3","2","1.2","3.142857142857143","4","3","2"
"hardy-sweep-31","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T13:24:06.000Z","2144","d91oieus","hvg9pduf","","","2023-09-16T13:59:50.000Z","2023-09-16T13:59:50.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_prev_dialogue_summaries","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8631064070279756","","","","","0","0.09215565356786322","0.27999999999999997","1","2.8","0.2","1","4","0.2","1","0","2","0","0","17.1","1.2","0.057708665603402445","0.5","0.026509678831660256","0","16","1","0.05555555555555555","1","0.05555555555555555","22","0.6470588235294118","0","0","0","0","0","0","84635","28.20951","771047","","1.9346031746031744","0.06108573986237871","0.04294373635490449","2.3333333333333335","49","0.1020408163265306","0.04849481642143317","","0.9968253968253968","5.604559922748141","1","1","6.220041377203805","0","0.9454350007291183","15","13","0.9487179487179488","0.9487179487179488","0.9523809523809524","","","","","","2.642857142857143","0.3499271061118826","3","3","3","3","3","4","3","2","3","3","2","2","2","1","1","0","3","3","2","7","7","254.8095238095238","358","252","168","2236.5714285714284","2708","2248","1912","2491.3809523809523","2916","2502","2168","","","","","0","0","0","0","0","7","3.2857142857142856","3","0","23","0.6571428571428571","1.6","0.6","0","1","2","1","0"
"snowy-sweep-30","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T12:46:38.000Z","2250","d91oieus","frjc1lan","","","2023-09-16T13:24:08.000Z","2023-09-16T13:24:08.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","oppression_points","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.876634816889719","","","","","0","0.14258372413868203","0","0","2.6","0","0","4","0.3","1","0","3","1","0","15.2","1.5","0.09697949109713816","0.3","0.01883116883116883","0","11","2","0.15384615384615383","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","84752","35.42214","1011234","","2.194444444444444","0.02855934272350814","0.04400436400803631","2.380952380952381","50","0.08","0.04028893769202531","","0.9968253968253968","6.081018413362048","1","1","6.412695396514166","0","0.9566084656084656","9","8","0.8888888888888888","0.8888888888888888","1","","","","","","2.2857142857142856","0.5890150893739515","3","3","3","3","3","5","3","0","0","2","3","1","1","2","6","12","5","0","4","13","1","221.9047619047619","304","222","158","3572.6666666666665","4146","3547","3122","3794.571428571429","4372","3821","3311","","","","","0","0","0","0","0","13","5.857142857142857","5","0","41","1.1714285714285717","2.6","0.8","0","2","4","2","0"
"chocolate-sweep-29","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T12:45:19.000Z","2323","d91oieus","81tn62gu","","","2023-09-16T13:24:02.000Z","2023-09-16T13:24:02.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","oppression_points","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8561664733233361","","","","","0","0.003927479496744687","0","0","2.6","0","0","3","0.2","1","0","2","0","0","15.8","0.6","0.03617424242424243","0.2","0.010526315789473684","0","12","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","85978","35.68875","1017669","","2.4634920634920636","0.03772598645894598","0.03972283381358964","2.1904761904761907","46","0.021739130434782608","0.04328684237889259","","1","6.223608591443016","0","1","6.887272198994954","0","0.9214405964405964","11","8","0.7272727272727273","0.7272727272727273","1","","","","","","2.2142857142857144","0.6998542122237652","3","3","3","3","3","4","3","3","0","3","0","0","0","3","0","11","0","9","7","13","0","277.3333333333333","428","288","181","3451.8571428571427","4126","3436","3003","3729.190476190476","4386","3718","3184","","","","","0","0","0","0","0","13","5.714285714285714","7","0","40","1.1428571428571428","2.6","1.4","0","1.8571428571428572","4","3","0"
"solar-sweep-27","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T12:08:23.000Z","2212","d91oieus","lymoqz5t","","","2023-09-16T12:45:15.000Z","2023-09-16T12:45:15.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","oppression_points","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8709046581595601","","","","","1.3326564700479249","1.332658077695379","0","0","3.4","0","0","3","0","0","0","0","0","0","14.1","0.4","0.025071770334928235","0.1","0.005263157894736842","0","8","0","0","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","86099","35.01171","994859","","2.3895238095238094","0.05568200659818105","0.04019367320215788","2.9047619047619047","61","0.11475409836065574","0.03331934278953476","","0.9968253968253968","5.950177214978232","1","1","7.27010042326791","0","0.9394179894179896","9","7","0.7777777777777778","0.7777777777777778","0.8888888888888888","","","","","","2","0.8017837257372732","3","3","4","3","3","4","3","0","0","2","0","0","3","0","10","12","5","9","9","1","12","289.4761904761905","521","264","226","3607.6666666666665","4482","3553","2878","3897.142857142858","4783","3848","3144","","","","","0","0","0","0","0","12","8.285714285714286","9","1","58","1.6571428571428573","2.4","1.8","0.2","2.5714285714285716","3","3","1"
"easy-sweep-25","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T12:06:35.000Z","2309","d91oieus","72ylllc0","","","2023-09-16T12:45:04.000Z","2023-09-16T12:45:04.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_example_orders","false","4","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8433836497561988","","","","","0","0.022982659184142745","0.2","0.2","2","1","1","0","0.1","1","0","1","0","0","15.5","0.5","0.028733766233766233","0.4","0.01919191919191919","0","12","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","88518","34.90278","986390","","2.298253968253968","0.0511243273124428","0.0463132089740701","2.1904761904761907","46","0.043478260869565216","0.051126611825916685","","0.980952380952381","6.200728657132102","6","1","6.223155725569952","0","0.9021397447868036","6","5","0.8333333333333334","0.8333333333333334","0.9444444444444444","","","","","","2.5","0.6546536707079771","3","3","3","3","3","4","3","1","3","2","3","1","3","0","9","0","2","0","7","7","12","246.47619047619048","373","241","176","3411.7619047619046","3879","3383","2987","3658.2380952380954","4189","3608","3200","","","","","0","0","0","0","0","12","5.285714285714286","7","0","37","1.0571428571428572","2.4","1.2","0","1.2857142857142858","3","1","0"
"fine-sweep-24","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T11:31:18.000Z","2111","d91oieus","4p2wwppd","","","2023-09-16T12:06:29.000Z","2023-09-16T12:06:29.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_example_orders","false","3","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8325116713352007","","","","","1.3885662430941008","1.3885673947223114","0.1","0.2","3.6","0","0","4","0","0","0","0","0","0","13.9","0.4","0.01818181818181818","0.1","0.004545454545454545","0","9","0","0","0","0","22","0.6470588235294118","0","0","0","0","0","0","84599","33.1815","936852","","1.920969089390142","0.022447672286570904","0.04652662880689802","2.0526315789473686","39","0.02564102564102564","0.04954684092648455","","0.9936507936507936","5.70096565109546","2","0.9047619047619048","6.154366229709826","2","0.8568253968253967","5","4","0.6666666666666666","0.6666666666666666","1","","","","","","1.9285714285714288","0.41649656391752143","3","3","3","3","3","4","3","1","0","1","2","0","1","0","5","12","10","4","3","9","12","264.6842105263158","454","244","188","3236.684210526316","4094","3216","2771","3501.3684210526317","4434","3607","3027","","","","","0","0","0","0","0","12","7.857142857142857","9","3","55","1.5714285714285716","2.4","1.6","0.2","2.4285714285714284","3","3","1"
"royal-sweep-23","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T11:27:04.000Z","2368","d91oieus","qpp506zf","","","2023-09-16T12:06:32.000Z","2023-09-16T12:06:32.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_example_orders","false","2","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8635854341736695","","","","","0","0.019406933209523105","0.1111111111111111","0.2","1.6","","0","0","0","0","0","0","0","0","16.5","0.3","0.016993464052287584","0.6","0.03620915032679738","0","14","0","0","1","0.06666666666666667","23","0.6764705882352942","0.2","1","0","0","0","0","93707","35.7624","1004666","","2.105873015873016","0.014888804516830908","0.04805667975917005","2.047619047619047","43","0.023255813953488372","0.0453709833067759","","0.9936507936507936","6.340095404102689","2","1","7.624293940407889","0","0.9206349206349208","1","1","1","1","1","","","","","","2.7142857142857144","0.5248906591678238","3","3","3","4","3","4","3","3","3","0","2","3","2","2","0","1","12","6","0","9","5","318.76190476190476","469","329","169","3693.714285714286","4457","3654","3241","4012.4761904761904","4825","3978","3451","","","","","0","0","0","0","0","12","4.714285714285714","5","0","33","0.9428571428571428","2.4","0.8","0","1.1428571428571428","3","1","0"
"firm-sweep-22","3bx3eabx","finished","-","gabrielmukobi","","2023-09-16T10:53:34.000Z","2259","d91oieus","0naztdl0","","","2023-09-16T11:31:13.000Z","2023-09-16T11:31:13.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_example_orders","false","1","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.84748314140471","","","","","0","0.0032026593343168924","0","0","1.6","0","0","1","0.1","1","0","1","0","0","17.2","0.8","0.03727272727272727","0.4","0.021865715983363045","0","15","0","0","0","0","23","0.6764705882352942","0.2","1","0","0","0","0","87057","35.505869999999994","1009415","","2.193333333333334","0.06516391649481998","0.04360837802151286","2.0952380952380953","44","0.045454545454545456","0.04709664926278414","","0.9968253968253968","6.140995832927643","1","1","6.388292585100446","0","0.8691534391534392","7","6","0.8571428571428571","0.8571428571428571","1","","","","","","2.642857142857143","0.5150787536377128","3","3","4","3","3","4","3","2","0","1","3","3","2","3","3","10","12","0","0","6","0","243.23809523809524","380","233","168","3470.4285714285716","3853","3505","3107","3713.6666666666665","4066","3695","3337","","","","","0","0","0","0","0","12","4.428571428571429","3","0","31","0.8857142857142858","2.4","0.6","0","1.2857142857142858","3","1","0"
"cosmic-sweep-21","2zy19b6d","finished","-","gabrielmukobi","","2023-09-16T10:47:48.000Z","2352","d91oieus","hwyi04ut","","","2023-09-16T11:27:00.000Z","2023-09-16T11:27:00.000Z","john11.stanford.edu","","25aa3ce063c223921a86bde27b5afbc085fd8ae8","","","","claude-instant-1.2","10","auto","false","false","0","","","","32","INFO","","standard_welfare","30","3","5","false","0","","0","1","0","games","welfare-diplomacy-v3","no_example_orders","false","0","claude-instant-1.2","","1","0.9","10","0","100","5.9","0.8244869799771761","","","","","0","0.015024237432013478","0","0","1","","0","0","0.1","1","0","1","0","0","18.6","0.4","0.021637426900584796","0.2","0.010263157894736842","0","17","0","0","0","0","22","0.6470588235294118","0","0","0.2","1","0","0","91985","35.87103","1011731","","2.2360317460317463","0.03243298850544606","0.04267264190422609","2.7142857142857144","57","0.08771929824561403","0.04309583946823625","","0.9904761904761904","6.409309683186668","3","1","7.645962953567505","0","0.835925925925926","1","0","0","0","1","","","","","","2.7857142857142856","0.6468132241526726","4","3","3","3","2","4","3","3","3","3","2","1","3","2","3","0","0","5","6","2","3","301.3809523809524","456","286","170","3823.857142857142","4643","3756","3303","4125.238095238095","5099","4078","3577","","","","","0","0","0","0","0","6","2.7142857142857144","3","0","19","0.5428571428571429","1.2","0.6","0","0.7142857142857143","1","1","0"
